"project_id","title","description","operating_unit","budget","expense"
"00127853","DIA Support Project: Inception Phase","Inception phase: Digital, Inclusive, Accessible: Support to Digitalisation of State Services in Ukraine (DIA Support) Project","Ukraine","150000.00","20846.00"
"00127859","Emergency Health Response to COVID-19 in Yemen","Aspen Medical – Emergency Health Response to COVID19 for Aden and Sana'a Governorates","Yemen","150000.00","93524.00"
"00127864","Enhancing Integrated Sustainable Management to Safeguard","Enhancing Integrated Sustainable Management to Safeguard Samoa's Natural Resources","Samoa","150000.00","1763.00"
"00129676","Enhancing the Capacity of the Customs Department (CD)","Enhancing the Capacity of the Customs Department (CD)","Eritrea","150000.00","600.00"
"00113357","PPG Transitioning to an urban green economy","PPG Transitioning to an urban green economy and delivering global environmental benefits (Child Project pre-screening)","Costa Rica","149999.00","96128.00"
"00099976","Red de protección y promoción social","Alianza con el Ministerio de Desarrollo Social y Familia (MDSF) para apoyar en el fortalecimiento de sus capacidades para abordar de manera efectiva los factores y barreras que generan y reproducen la pobreza, la vulnerabilidad y la exclusión social.","Chile","149504.00","98422.00"
"00123704","BRA/19/007 - DPJ Fortal. gestão info. Just Bras","BRA/19/017 - Fortalecimento da gestão de informações sobre a atenção às crianças na primeira infância no Sistema de Justiça brasileiro .","Brazil","149456.00","52696.00"
"00085295","Red Bridge Border development","Support to the development of Red Bridge Border crossing point between Georgia and Azerbaijan","Azerbaijan","149442.00","136900.00"
"00112788","Forest Carbon Offset Mechanisms, Bitfury initiative","Assistance to the Republic of Kazakhstan in fulfilling international obligations to reduce greenhouse gas emissions by reducing the carbon footprint of electricity suppliers for the leading technology company Bitfury","Kazakhstan","149358.00","20997.00"
"00125384","Promoting Carbon Reduction EE","Initiatin Plan for the a GEF project preperation grant, The objective of the GEF PPG is to develop the project concept into a full project: Promoting Carbon Reduction Through Energy Efficiency (EE) Techniques in Baghdad City.","Iraq","149000.00","39505.00"
"00128699","Operationalizing Integrated National Financing Framework","Operationalizing Integrated National Financing Framework in the Maldives to prioritize and mobilize financing for Climate Action and Quality Social Service Delivery to accelerate the achievement of Agenda 2030.","Maldives","148977.00","5656.00"
"00115420","Vanuatu National Sustainable Development Plan (NSDP) Bas","Vanuatu National Sustainable Development Plan (NSDP) Baseline Survey. The overall development challenge that this project intends to address the weak development planning and coordination to support achievement of inclusive sustainable development.","Vanuatu","148769.00","147591.00"
"00124735","Art populaire au service des Jeunes engagés","les jeunes en tant qu'acteurs de changement contribueront activement aux processus de consolidation de la paix dans la zone d’intervention.","Madagascar","148591.00","62010.00"
"00083851","Darfur Community Based Reintegration and CSAC","As followup to Darfur Development Strategy  (DDS), this multi sectoral programme is developed to achieve peace and stability through community based reintegration, security, and arms control in Darfur.","Sudan, Republic of the","148364.00","143159.00"
"00058941","lebanon Recovery Fund Monitoring & Evaluation Team","Lebanon Recovery Fund (LRF) Monitoring & Evaluation is a Multi-Donor Trust Fund established at the request of the Government of Lebanon that enables donors to pool their resources","Lebanon","148064.00","111927.00"
"00083188","Protected Area Management in Myanmar","Strengthening the terrestrial system of national protected areas for biodiversity conservation through enhanced representation, management effectiveness, monitoring, enforcement and financing","Myanmar","146803.00","136130.00"
"00107506","Drinking Water Safety","The project aims to improve the awareness of healthy drinking and water resources protection among rural community residents, to optimize the drinking quality and conditions of rural communities","China","146510.00","93257.00"
"00113493","IP - NDC Support for Tunisia","The initiation plan aims to promote Government leadership, advance inter and intra-institutional coordination and build institutional capacity to successfully implement Tunisia’s NDC as part of support to the Paris Agreement","Tunisia","146433.00","56526.00"
"00120756","Desarrollo Capacidades OSC","Desarrollo de capacidades de organizaciones de la sociedad civil (OSC) para la promoción de la agenda 2030 como un instrumento para incrementar la resiliencia”
 con énfasis en la temática de género, gestión de riesgos y adaptación al cambio climático","Guatemala","146254.00","53868.00"
"00124375","Strengthening National Capacities for Policy Formulation","The overall goal of the project is to strengthen the capacity of government at national and subnational level for evidence-based development policy formulation, implementation, monitoring and reporting focusing on the achievement of SGDs.","Zambia","146250.00","58822.00"
"00120680","Accelerator Lab - Timor-Leste","The UNDP Strategic Plan 2018-2021 embraces the complexity of development and commits the organization to helping countries find faster, more durable solutions to achieve Agenda 2030.","Timor-Leste","146167.00","155725.00"
"00120686","Accelerator Lab-Serbia","The Accelerator Lab provides partners with new approaches to address development challenges, unleashing the power of local innovation, collective intelligence and experimentation.","Serbia","145852.00","145850.00"
"00104258","SDGs in Lebanon: Analyzing Gaps and Reporting Progress","This project addresses the 3rd and 4th priority areas of the 2030 Agenda, through conducting a gap analysis, followed by a review of the country's progress towards the 2030 agenda","Lebanon","145766.00","61605.00"
"00090363","CPAP Prog Dvpmt & Tech. Support for 11th Malaysia Plan","CPAP and Programme Development and Technical Support for 11th Malaysia Plan","Malaysia","145401.00","176444.00"
"00122186","Support to the Electoral Process in Uzbekistan 2019-2021","Support to the Electoral Process in Uzbekistan 2019-2021","Uzbekistan","145352.00","103710.00"
"00095406","Support to Access to Justice and Rule of Law in the North-East","This project is focused on bridging the existing gaps by contributing to providing immediate access to justice as part of stabilization and early recovery in the NE","Nigeria","145256.00","144493.00"
"00127365","Returning Point - Program for Circular Migration","Returning Point - Program for Circular Migration","Serbia","145108.00","59098.00"
"00075179","PROJET UNITE APPUI PROGRAMME","PROJET UNITE APPUI PROGRAMME APPROVISIONNEMENT","Gabon","145000.00","125198.00"
"00115119","Second Biennial Update Report","Nigeria’s Second Biennial Update Report (BUR2)","Nigeria","145000.00","95914.00"
"00118883","STAR3","Support to Territorial and Administrative Reform Phase 3","Albania","144914.00","20883.00"
"00099054","Fortalecimiento de las Organizaciones de la Sociedad Civil (OSC) Derechos Humanos (DDHH) en La Moskitia","Contribuirá a la implementación de recomendaciones del EPU, Comité de los Derechos Económicos, Sociales y Culturales, el informe preliminar de la Relatora de NU para los Derechos de los Pueblos Indígenas y la OIT.","Honduras","144733.00","116347.00"
"00094950","Overseas SD of CHN Enterprises","Overseas Sustainable Development of Chinese Enterprises. This project aims to promote overseas sustainable development of Chinese enterprises through joint effort of different stakeholders.","China","144481.00","106863.00"
"00060659","Mainstreaming Coastal & Marine Biodiversity Conservation","Mainstreaming coastal and marine biodiversity conservation into production sectors in the East Godavari, Andhra Pradesh.","India","144467.00","-900.00"
"00081156","Efficient Energy Production and Utilization of Cookstove","Reduction of GHG emissions through integrated and sustainable biomass resource production and utilization, and promotion of sustainable biomass energy technologies in Sierra Leone using market based approaches.","Sierra Leone","144000.00","275328.00"
"00128669","Enquête suivi des ODD","Enquêtes par grappes pour le suivi des indicateurs des ODD","Democratic Republic of Congo","144000.00","0.00"
"00050830","Transfer of Knowledge through Expatriate National","Le projet vise le transfert de compétences des experts nationaux expatriés vers les secteurs stratégiques de développement, notamment l’Enseignement, la Santé, l’Agriculture et les PME/PMI.","Mali","143858.00","-244878.00"
"00117578","PPG for Ecosystems/Landscape approach to climate proof","GEF-7/LDCF project preparation grant (PPG) for PIMS 6083 'Ecosystems/Landscape approach to climate proof the Rural Settlement Program of Rwanda' full project document development. CEO endorsement due June 2020 (submission due December 2019).","Rwanda","142631.00","111546.00"
"00085126","FORTALECIENDO A LOS GOBIERNOS TERRITORIALES Y ARTICULANDO LA MATRIZ DE ACTORES PARA GESTIONAR EL DESARROLLO SOCIO-ECONÓMICO DEL ÁMBITO LOCAL.","PADIT CIENFUEGOS - FORTALECIENDO A LOS GOBIERNOS TERRITORIALES Y ARTICULANDO LA MATRIZ DE ACTORES PARA GESTIONAR EL DESARROLLO SOCIO-ECONÓMICO DEL ÁMBITO LOCAL.","Cuba","142513.00","128946.00"
"00061826","Hydrocholrofluorocarbon Phase out  Management Plan","To draw upon lessons learnt from institutional arrangements and operational mechanisms employed by National Phase-out Management Plan and to integrate existing infrastructures using data collection analysis, stakeholder meetings and strategic development","Nigeria","142447.00","130634.00"
"00119558","Promoviendo territorios sostenibles en la Cuenca del Rio","Promoción de sistemas alimenticios sostenibles, la restauración de ecosistemas degradados y la reducción de la deforestación en la cuenca del río Motagua (CRM)","Guatemala","142382.00","128743.00"
"00125029","Support for Enhancing Climate Finance in Nepal","Support for Enhancing Climate Finance in Nepal","Nepal","142200.00","32361.00"
"00116817","Strengthening community security and prevention of viole","Strengthening community security and prevention of violence against women in Tajikistan","Tajikistan","141898.00","161589.00"
"00064446","HCFC Phase-Out Management Plan","HCFC Phase-Out Management Plan; IS Phase VIII; ODS Destruction project; IS Phase IX; Verification of HPMP Stage I","Georgia","141818.00","26649.00"
"00081625","Innovaciones en la red asistencial para la mejora de la accesibilidad y la calidad de la atencion sanitaria, en el Sistema Publico de Salud de la Provincia del Neuquen","El objetivo del Proyecto es mejorar el Sistema Público de Salud y su red de servicios,  la calidad en la atención y la accesibilidad. Mediante la programación local, los sistemas de información, la revisión de procesos y la incorporación de tecnología.","Argentina","141713.00","54034.00"
"00104132","Autonomisation des femmes de Coyah-Forécariah","Le projet relatif aux Plateformes multifonctionnelles et autonomisation des femmes des Préfectures de Coyah & Forécariah, vise à contribuer à l’autonomisation des femmes, l'équité du genre et réduction de pauvreté dans 12 communes de ces préfectures.","Guinea","141553.00","232427.00"
"00087064","Medical Waste Management","Implement best environmental practices and non-incineration and mercury-free technologies and ensure availability and affordability of non-incineration waste treatment technologies.","Zambia","141497.00","131394.00"
"00114770","SOI_Strengthening Disaster Risk Management Project","To support the NDMO to roll out newly adopted National Disaster Management Plan 2018 at the national and provincial levels.  The project will also support the government in humanitarian coordination and disaster preparedness.","Solomon Islands","140990.00","132259.00"
"00057147","Promotion des Energies Renouvelables","Appui à la préservation de durable de l'environnementet des ressources naturelles, y compris l'eau","Niger","140885.00","140884.00"
"00091071","Social Innovation Platform for Sustainable Development","Promoting Social Innovation through the creation of the Thailand Social Innovation for Development Facility (TSI4D)","Thailand","140770.00","81437.00"
"00089654","Capacity for environmental monitoring","Establishing Albania’s Environmental Information Management and Monitoring System Aligned with the Global Reporting","Albania","140739.00","49017.00"
"00120017","UN Resident Coordinator System","Support to UN Resident Coordinator System for implementing the activities of UN Country Teams (UNCT) in Nepal","Nepal","140730.00","8500.00"
"00126460","Appui à la réinsertion des revenants","Ce projet a pour objectif d'appuyer la réinsertion et la réintégration des condamnés dans des affaires d'extrémisme ainsi que les revenants et de leurs familles.","Morocco","140500.00","11731.00"
"00080346","Justice transitionnelle (Phase II)","Cette initiative  est composé de deux projets :

1) Un plan d'initiation lancé en mai jusqu'à octobre 2014 
2) Le projet d'appui à l'opérationnalisation du processus de justice transitionnelle en Tunisie lancé en août 2014 avec une durée de trois ans.","Tunisia","140468.00","-10.00"
"00117732","Institutional Capacity Enhancement for PSTC","The ""Institutional Capacity Enhancement and Training Project for Ethiopian Peace Support Training Centre-(PSTC)” aims to enhance the technical skills and knowledge of local and international peacekeeping practitioners","Ethiopia","140234.00","335258.00"
"00044773","URU/06/016 Gestión integrada de la zona costera uruguaya","El proyecto promueve la consolidación de un modelo de gobernanza para la Gestión Integrada de la Zona Costera en Uruguay.","Uruguay","140112.00","87458.00"
"00103503","UN Joint Programme for Kigoma","This is an area-based cross-sectoral UN joint programme to improve human security in the region of Kigoma. It is addressing the root causes of migration through targeting its root causes of poverty and human insecurity in all its dimensions.","United Republic of Tanzania","139573.00","126545.00"
"00105285","Capacity Building of MSME in the Northeast","Capacity building of micro, small and medium enterprises in the Northeastern states of India","India","139484.00","92890.00"
"00126337","Promoting Disaster Risk Resilience","Promoting Disaster Risk Resilience","Sierra Leone","138400.00","101664.00"
"00120545","Accelerator Lab - Uganda","A network of 60 Country Accelerator Labs as a learning fora on development challenges. The network reinforces locally sourced solutions at scale while mobilizing a wide and dynamic partnership of actors contributing knowledge, resources & experience.","Uganda","138267.00","167975.00"
"00056482","COORDINATED SUPPORT TO ACHIEVE THE MDGs","This project will help accelerate progress towards the achievement of the MDGs","Bureau Policy & Prog Support","137947.00","78458.00"
"00121975","Stronger Services for Equal Participation and Inclusive","Strengthen the basic service provision system in Armenia, through a life-cycle approach and provision of continuous care and support to children and adults with disabilities.","Armenia","137740.00","36746.00"
"00117566","Regional Dialogue For Future","Fostering dialogue and social cohesion in the Region (Bosnia and Herzegovina, Montenegro, Croatia and Serbia)","Serbia","137426.00","77694.00"
"00113551","Alianzas Públicas-Privadas para la Gestión del Riesgo II","Alianzas Públicas - Privadas para la Gestión del Riesgo en las provincias de Chacabuco y Quillota, Fase II","Chile","137402.00","74328.00"
"00116590","PPG Securing Landscape Multi-functionality in Critical R","PPG Securing Landscape Multi-functionality in Critical River Basins of the Philippines","Philippines","137200.00","26447.00"
"00104894","Climate Change Education and Awareness - Climate Box","This project will promote education and awareness on climate change impacts and drivers among Europe and CIS youth and general public through scaled up implementation of the innovative interactive learning toolkit on climate change- the Climate Box.","Regional Center – Istanbul","137029.00","43600.00"
"00104844","SDG Pilot Village in Yunnan","The project is a village level initiative to demonstrate how the SDGs can be implemented locally in China. It meets the gap how the SDGs can be better reflected on the ground.","China","137000.00","49583.00"
"00113680","Proceso Electoral Constituyente","Construcción constitucional e inclusión social: Promoviendo el involucramiento de la ciudadanía para abordar las causas de la protesta social en Chile, fortaleciendo la gobernabilidad y la respuesta de las políticas públicas.","Chile","136703.00","69299.00"
"00126226","Conexiones para el Desarrollo","Fortalecimiento de capacidades del ecosistema educativo, las comunitarias e institucionales para consolidar estrategias de desarrollo sostenible, que signifiquen un mejoramiento de las condiciones de vida de la población.","Colombia","136595.00","0.00"
"00108816","Kiribati Coconut Sector Development Project","Enhancing Inclusive Sustainable Economic Development through Coconut Sector Development","Kiribati","136407.00","53262.00"
"00105596","Support of public administration reform","The project aims at further improving the overall system of public administration in order to eventually reach its ultimate goal - establish a compact and accountable government.","Kazakhstan","136198.00","142218.00"
"00128248","Enhancing resilience of vulnerable coastal areas in Sino","The project is about building the resilience of Greenville, Sinoe County, against the impacts of climate change","Liberia","135770.00","0.00"
"00110058","Restration & Resil of Refugee Commun. GMB","The project aims to strengthen resilience of host communities, IDPs, refugees, local govts & institutions to provide basic services and cope with the large influx of refugees.","Ethiopia","135546.00","46742.00"
"00122501","Recuperación Post Incendios Chiquitania","Apoyo al proceso de recuperación post incendios forestales en la región de la Chiquitania","Bolivia","135015.00","115811.00"
"00069439","HCFC Phase-Out Management Plan (HPMP)","The Hydrochlorofluorocarbon Phase-out Management Plan (HPMP) project seeks to increase environmental sustainability and sustainable development through environmental management, and improvement in capacity for policy and strategy development.","Trinidad and Tobago","135000.00","84422.00"
"00076208","Strengthening natural resource management","Strengthening institutional and technical capacities of relevant institutions and line departments on emerging issues in the area of biodiversity and  natural resource management including biodiversity finance and access & benefit sharing.","India","135000.00","158786.00"
"00112286","Mainstreaming, Accelerating and Policy Support (MAPS)","This project will provide seed funding for establishing dialogue, platforms and studies to substantiate the recommendations of the MAPS Engagement in Egypt, and hence utilize the knowledge products of the MAPS to guide and inform policy making process.","Egypt","134282.00","95993.00"
"00057031","Sudan Common Humanitarian Fund 2009","United Nations Development Programme (UNDP) Sudan Common Humanitarian Fund (CHF) 2009","Sudan, Republic of the","133833.00","0.00"
"00099898","Sistema de Integridad para el Ministerio Público","Acompañamiento al Ministerio Público en su proceso para fomentar la ética y diseñar un sistema de integridad","Chile","133420.00","84130.00"
"00107003","Remediation of Contaminated Sites with POPs","Identification and remediation of contaminated sites with Persistent Organic Pollutants (POPs)","Turkey","133284.00","97727.00"
"00122007","SDGs Finance Geneva Summit (SGS)","Organisation of annual SDGs Finance Geneva Summit and facilitation of UNDP's engagement with private sector and financial actors, notably to accelarate mobilization of private capital to support innovative projects from the South contributing to the SDGs","PB/Liaison/Geneva","133000.00","43410.00"
"00096636","Engagement Facility Project for Venezuela Country Office","Venezuelan CO has established a Development Advisory Services (DAS) Facility to provide direct support to upstream initiatives in UNDP’s Focus, mainly in the area of programmes/projects support.","Venezuela","132786.00","3995.00"
"00110866","Inclusive Governance for Service Delivery and Social Acc","The project seeks to continue improving the capacity of local administrations and citizen engagement in selected geographical areas through the introduction and implementation of certain local service delivery models.","Cambodia","132403.00","137792.00"
"00113444","Community Based Recycling","To enable environment for prototyping and scaling up zero waste policy at local level through a partnership among private sector, local administrations, NGOs and central government, i.e. Ministry of Environment and Urbanization.","Turkey","132329.00","50338.00"
"00102619","Diseño Programa Cocoa Life RD, fase II","Mondelez International está implementando  el Pograma de Cocoa Life en RD con el objetivo de contribuir con los medios de subsistencia del productor de cacao y mejorar la producción de mismo dentro de su cadena de suministro.","Dominican Republic","132293.00","78891.00"
"00102372","Access to Justice 4 persons with disabilities","Access to Justice and Inclusive Institutions for persons with disabilities in Cambodia.","Cambodia","131944.00","45852.00"
"00123788","Crisis Response_Measles","UNDP supports the Govt in delivering a community awareness campaign on the measles epidemic, and in expanding nat'l capacities for collection, processing, analysis and dissemination of critical health information.","Samoa","131944.00","99082.00"
"00099584","BRA/16/019 - Avaliação Programa Criança Feliz","O presente projeto cobre a fase inicial de delineamento do Programa Criança Feliz e preparação de instrumentos para a avaliação em larga escala.","Brazil","131937.00","93400.00"
"00062092","Social Inclusion","Provision of policy advisory services in the area of social inclusion and economic development","Serbia","131289.00","93394.00"
"00127280","Building a SC Observatory of the Illicit Economy","The ultimate objective of the project is to enhance community resilience against organized crime in Guinea-Bissau.","Guinea-Bissau","130430.00","0.00"
"00098495","Economic Management & Development Effectiveness","The project entitled Strengthening National Capacities for Economic Management and Development Effectiveness, aims to strengthen Government efforts in the important area of Aid Coordination and development effectiveness.","Zimbabwe","130000.00","58273.00"
"00103256","Integrated Dryland and Drought Management in South Kazak","Livelihood strategies and resilience of vulnerable farmers and pastoral communities in the selected pilot sites improved and sustained to cope with drought","Kazakhstan","130000.00","79423.00"
"00117360","APOYO PROGRAMA NACIONAL DE DD.HH","Esta propuesta de proyecto trata de brindar un apoyo especifico a las instituciones nacionales encargadas de la promoción, seguimiento y sensibilización en materia de los derechos humanos.","Equatorial Guinea","130000.00","72099.00"
"00122228","Climate Promise Chile","Este proyecto tiene como objetivo apoyar el proceso de seguimiento de las metas de las Contribuciones Determinadas a Nivel Nacional (NDC por sus siglas en inglés), que Chile presentó ante la UNFCCC.","Chile","130000.00","1492.00"
"00123692","PIMS 6257: Protection biodiversité RNAP","Conservation de la Biodiversité des Comores par la gestion effective du Réseau National des Aires Protégées","Comoros","130000.00","82655.00"
"00124413","Digital Transformation in BIH","Support to Digital Transformation in Bosnia and Herzegovina","Bosnia and Herzegovina","130000.00","37799.00"
"00128417","ACCELERATOR LAB NIGERIA","This project has been designed to serve as a hub for disruptive innovations that will provide tools for responding to sustainable developmental challenges through local solutions, building on grassroots innovations and experimentation.","Nigeria","130000.00","1869.00"
"00128363","Arquitectura Financiera Cruzada Nutricion","El proyecto busca fortalecer las finanzas publicas y la coordinación interinstitucional para el financiamiento de la gran cruzada para la nutrición","Guatemala","129962.00","0.00"
"00123708","Desarrollo resiliente en Tabasco","Programa de fortalecimiento institucional para el desarrollo resiliente en Tabasco 2019-2023","Mexico","129919.00","98511.00"
"00124050","Support to the Technical Committee on Cultural Heritage","The project will support the Technical Committee on Cultural Heritage for the preservation of monuments of great importance for Cyprus","Cyprus","129585.00","26690.00"
"00128155","Promover una estrategia de territorialización l","El propósito de este proyecto es promover una estrategia de territorialización de la Agenda 2030 que responda a las necesidades surgidas a causa de la pandemia COVID-19 en República Dominicana.","Dominican Republic","129502.00","1849.00"
"00088619","Sixth Operational Phase of GEF Small Grant Programme","The project seeks to build resilience through community action while recognising the inter-connectedness of ecosystem services, local food production, natural resource use, livelihoods and culture.","Pakistan","129342.00","65047.00"
"00128220","PPG Sustainable managt of DL in Northern Togo","Ce projet vise la formulation du document de projet de Gestion durable des terres arides dans le nord du Togo","Togo","129200.00","0.00"
"00127580","Climate Promise","UNDP'S CLIMATE PROMISE has the aim to support 100 countries enhance their Nationally Determined Contributions by 2020","Argentina","129168.00","0.00"
"00087468","Acciones Nacionales Mitigacion Sector Cafe","Apoyar al Sector Cafe en su transicion hacia una deforestacion cero, aumentar los rendimientos de manera sostenible y reducir el impacto ambiental local y las emisiones de metano por el tratamiento de aguas residuales","Peru","129137.00","127698.00"
"00119116","Enhance Climate Policy in Papua New Guinea","Environment policy shaped for sustainable action of Climate Change in Papua New Guinea","Papua New Guinea","128861.00","55568.00"
"00129490","Engagement Facility Fund","Engagement Facility Fund","India","128659.00","20657.00"
"00059700","Appui au Cycle Electoral (PACE)","Appui au cycle électoral. Accompagner la préparation, l'organisation et la tenue des prochaines élections présidentielles et communales","Guinea","127079.00","-1268043.00"
"00064223","r3.1 Global Fund Portfolio","Key basic service delivery systems are in place, laying the groundwork for increased demand and provision of TB, HIV and HSS services","South Sudan, Republic of","127064.00","102922.00"
"00091904","PIMS6249 PPG Egy-Green Sharm El Sheikh","Initiation plan to prepare FSP to turn Sharm El Sheikh into a model integrated and ecologically sustainable tourism city of national and international importance.","Egypt","127017.00","41479.00"
"00113377","Norway SDG Fish Crime","Symposium","PB/Liaison/Copenhagen","127000.00","118210.00"
"00123997","Climate Promise: Support to NDC Revievelopment (EGED) in","Climate Promise: Support to NDC Revision in Tajikistan","Tajikistan","126880.00","0.00"
"00104944","Maritime OSR and Risk Assessment","Establish a mutual network for the prevention of risks and the management of emergencies, with a view to reducing the risk of pollution of marine environment.","Albania","126373.00","106465.00"
"00097442","Justice Delivery","Consolidation of Justice Delivery for Enhanced Voice and Participation in Zimbabwe for the vulnerable and marginalized populations through enabling them to access qualitative and quantitative justice delivery hence empowering them.","Zimbabwe","125595.00","52570.00"
"00120492","Moldova Innovation Lab (MiLab)","Support transformative changes in the organizational and innovation culture in the public and private sectors.","Moldova, Republic of","125592.00","54531.00"
"00125704","GCF readiness-Second phase PIMS 6539","The Green Climate Fund is supporting a readiness project which aims at strengthening the nationally designated authority's capacity for effectively accessing GCF funds to address national climate change related priorities.","India","125476.00","9054.00"
"00061141","Market Transformation through Energy Efficiency Standard","The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa","South Africa","125364.00","400733.00"
"00099366","BRA/16/020 - Seguimento e implementação de compromissos nacionais e internacionais em Direitos Humanos fortalecidos","BRA/16/020 - Seguimento e implementação de compromissos nacionais e internacionais em Direitos Humanos fortalecidos","Brazil","125000.00","74334.00"
"00111399","Tracking SDG data-DOS","Joint Initiative to Capacitate the Jordanian Department of Statistics in Tracking the Sustainable Development Goals’ Data, Information Production and Reporting.","Jordan","125000.00","80434.00"
"00112176","Digital Solutions for Samoa","The project will invest in the ICT sector through dynamic partnership engagement, strategy mapping and the up-skilling of human resources for the digital advancement of Samoa and throughout the Pacific.","Samoa","125000.00","40171.00"
"00127401","Strengthen Environmental Sustainability in COVID context","The project focuses on creative conservation of wildlife and strengthened enforcement of illegal wildlife trade through scientific research, innovative financing solutions and enhanced public awareness programme.","Thailand","125000.00","0.00"
"00127444","Socio-Economic Impact Assessment","Rapid Socio-Economic Impact Assessment and Design of Social Protection Measures to build back better.","Papua New Guinea","125000.00","56906.00"
"00120217","Accelerator Lab- Gambia","The Lab seeks to explore diverse grassroots solutions in parallel, and design experiments that inform whether solutions can be scaled to drive development acceleration and potentially spin off into independent ventures.","Gambia","124397.00","68095.00"
"00057210","Access to Justice and Transitional Justice","Access to Justice: Supporting the Rule of Law and Transitional Justice in Bosnia and Herzegovina through justice strategy development and redress mechanisms establishment and enhancing capacities for access to justice","Bosnia and Herzegovina","124060.00","76123.00"
"00118422","Engagement Facility for SEDU","Engagement Facility for SEDU","Mauritius","124000.00","51950.00"
"00106282","Supporting the MOLD in Decentralization","UNDP will support the MOLD in creating a modernized and decentralized local administration system at the central and local levels in 5 targeted governorates (BeniSuef, Minya, Assuit, Sohag, and Qena).","Egypt","123960.00","21902.00"
"00106706","Fortalecer la Gestión Racional de los químicos y desechos mediante la generación de capacidad instalada en la autoridad ambiental nacional para promover la implementación efectiva de los Acuerdos Multilaterales sobre el Medio Ambiente","Fortalecer la Gestión Racional de los químicos y desechos mediante la generación de capacidad instalada en la autoridad ambiental nacional para promover la implementación efectiva de los Acuerdos Multilaterales sobre el Medio Ambiente","Argentina","123697.00","51859.00"
"00045154","Changements climatiques","Premier Projet Régional de Développement des Capacités en Mini/Micro Hydroélectricité et d'Investissement pour l’accès à électricité en Milieu Rural en Afrique Subsaharienne.","Congo","123456.00","111911.00"
"00122701","CONSOLIDATING DEMOCRATIC","CONSOLIDATING DEMOCRATIC DIVIDENDS FOR SUSTAINABLE TRANSFORMATION IN KENYA’","Kenya","123000.00","155359.00"
"00128152","COVID-19 Agr & Tourism Stimulus","Protecting livelihoods and reinforcing the tourism and agriculture sectors in Bhutan","Bhutan","122730.00","2715.00"
"00126228","Participación Expo 2020 Dubái","Participación de la República del Paraguay en la Expo 2020 Dubái","Paraguay","122667.00","4489.00"
"00129348","Integrated National Financing Framework (INFF) and Finan","Integrated National Financing Framework (INFF) and Financial Diversification in Timor-Leste (Timor-Leste Integrated Finance SDG 17)","Timor-Leste","122609.00","3716.00"
"00129289","Social Cohesion Through Youth Participation","Strengthening social cohesion and promoting a national unity dialogue in Ukraine through youth inclusion in decision making, civic participation and engagement.","Ukraine","122500.00","235.00"
"00070942","Apoio à implementação do Plano de Reabilitação Participativo do Centro Antigo de Salvador para uma gestão inclusiva e sustentável.","Apoio à implementação do Plano de Reabilitação Participativo do Centro Antigo de Salvador para uma gestão inclusiva e sustentável.","Brazil","122236.00","120768.00"
"00123956","El Salvador_Development Effectiveness","El proyecto busca contribuir  a la calidad, efectividad y eficiencia de los resultados en múltiples proyectos de desarrollo.","El Salvador","121990.00","61624.00"
"00110756","Appui au Conseil constitutionnel","Appui au Conseil constitutionnel pour rendre ses services aptes à traiter l'exception d'inconstitutionnalité dans le but de renforcer l’État de droit et l’ouverture des juridictions constitutionnelles aux citoyens","Algeria","121907.00","112997.00"
"00096247","Project Preparation Grant (PPG) Flyways","Strengthening the Protected Area Network for Migratory Bird Conservation along the East Asian-Australasian Flyway (EAAF) in China","China","121797.00","37914.00"
"00127114","RBA-COVID19-Response","RBA-COVID19-Response - Promoting inclusive and integrated crisis management and multi-sectoral responses","Sierra Leone","121780.00","72063.00"
"00042773","Management Plan for country office general operations","Appui au fonctionnement des aspects  des services liés au procurement et ceux liés aux finances","Burundi","121393.00","24026.00"
"00117117","Gender Equality in Public Administration of Armenia","The Gender Equality in Public Administration of Armenia is initiated to support the gender dimension of the public administration system in Armenia.","Armenia","121265.00","73387.00"
"00120253","Impulso part. pol. mujeres","Se promoverá un mejor conocimiento y comprensión sobre aspectos cruciales de la participación política de las mujeres y la violencia política de género.","Mexico","121242.00","81356.00"
"00113646","Plan de Acción por el Clima","Elaboración de un plan de acción estratégico subnacional para acciones climáticas en el marco de la COP25","Chile","120510.00","83781.00"
"00085799","BRA/14/011-FORTALECIMENTO DO SISTEMA PRISIONAL","O presente projeto tem foco no desenvolvimento de estudos, novas metodologias, propostas de diretrizes e guias para fortalecimento da gestão do sistema prisional no Brasil","Brazil","120000.00","15267.00"
"00097563","BRA/16/011-Plano de Desenvolvimento Econômico Bahia","BRA/16/011 – Projeto De Apoio Formulação Do Plano De Desenvolvimento Econômico Da Bahia Para Um Futuro Sustentável E Inclusivo.","Brazil","120000.00","484.00"
"00105605","Conservation of Land Resourses PPG","Conservation and Sustainable Management of Land Resources and High Value Ecosystems in the Aral Sea Basin for Multiple Benefits","Turkmenistan","120000.00","46926.00"
"00106809","Development of Egypt’s Fourth National Communication","The project will enable Egypt to prepare and submit its Fourth National Communication to the Conference of Parties (CoP) of the UN Framework Convention on Climate Change .","Egypt","120000.00","57470.00"
"00110186","Promotion de l'égalité du genre","L’objectif global de ce projet est conforme aux priorités de la Politique Nationale du Genre, il vise à promouvoir l’égalité du genre et l’autonomisation des femmes.","Djibouti","120000.00","115594.00"
